-7.945803403854370117e-01 6.108719110488891602e-01
1.990308463573455811e-01 -8.374999463558197021e-02
-5.164611339569091797e-01 -7.936798334121704102e-01
-1.045966148376464844e+00 -3.949783802032470703e+00
-3.617279767990112305e+00 1.501743316650390625e+00
9.170866757631301880e-02 -8.461314439773559570e-01
8.609444648027420044e-02 2.506549954414367676e-01
-1.000565886497497559e+00 -4.850343704223632812e+00
8.012809604406356812e-02 1.215135678648948669e-01
7.409576326608657837e-02 1.910964585840702057e-02
-1.742350339889526367e+00 -4.627538204193115234e+00
1.295622736215591431e-01 5.975628644227981567e-02
-3.939297437667846680e+00 8.549075722694396973e-01
-4.799574851989746094e+00 8.724713325500488281e-01
1.235405504703521729e-01 2.262106835842132568e-01
-5.793204307556152344e+00 -2.995005130767822266e+00
1.430691312998533249e-02 -5.741404891014099121e-01
2.298167645931243896e-01 1.130050048232078552e-01
2.573897838592529297e-01 1.044746413826942444e-01
1.227669119834899902e-01 1.103884130716323853e-01
2.728900909423828125e-01 2.269218116998672485e-01
-5.866036415100097656e-01 -9.738193750381469727e-01
1.872206777334213257e-01 -1.236698925495147705e-01
-4.085836887359619141e+00 1.794914364814758301e+00
1.879512965679168701e-01 -8.024065494537353516e-01
-4.294373512268066406e+00 1.013532519340515137e+00
-2.429963797330856323e-01 3.040678501129150391e-01
1.930884420871734619e-01 -1.609688997268676758e-01
-9.896976500749588013e-02 -1.302763372659683228e-01
2.448372989892959595e-01 2.407660521566867828e-02
2.390820533037185669e-01 3.113818466663360596e-01
-5.760338306427001953e-01 -2.946039915084838867e+00
-5.107326507568359375e-01 -7.594384551048278809e-01
1.363700926303863525e-01 -2.530298829078674316e-01
-1.557739526033401489e-01 -3.667017519474029541e-01
9.960935264825820923e-02 8.436801284551620483e-02
-5.763434767723083496e-01 -1.507174968719482422e+00
-1.034090202301740646e-02 -6.409412622451782227e-01
1.080075353384017944e-01 -2.317751795053482056e-01
2.961896657943725586e-01 3.650612831115722656e-01
5.046521872282028198e-02 -1.148897036910057068e-01
-6.261184811592102051e-01 -4.832485616207122803e-01
-2.643555402755737305e-01 3.870584536343812943e-03
2.882950901985168457e-01 1.230481341481208801e-01
-1.736757308244705200e-01 -8.638359308242797852e-01
-4.112086296081542969e+00 1.916187167167663574e+00
-8.525124937295913696e-02 -7.659755647182464600e-02
-2.155342102050781250e-01 1.282847076654434204e-01
1.908216178417205811e-01 2.391726709902286530e-02
7.442152500152587891e-02 5.356425419449806213e-02
2.926037311553955078e-01 -3.683040142059326172e-01
1.362285614013671875e-01 -9.459106624126434326e-02
-4.834146499633789062e-01 -7.008085846900939941e-01
1.776044368743896484e-01 1.735179722309112549e-01
2.036764621734619141e-01 3.670205920934677124e-02
2.232213020324707031e-01 2.349343597888946533e-01
1.071063578128814697e-01 -4.537530839443206787e-01
6.194598227739334106e-02 2.797806859016418457e-01
-1.012106060981750488e+00 -3.819278478622436523e+00
3.090376593172550201e-02 3.041945025324821472e-02
2.806467413902282715e-01 8.151892572641372681e-02
-5.157401084899902344e+00 -2.201030015945434570e+00
7.140082120895385742e-02 -4.768824670463800430e-03
6.038415059447288513e-02 7.530096173286437988e-02
3.210289776325225830e-02 -1.473698168992996216e-01
2.283426523208618164e-01 9.355790913105010986e-02
-3.521159291267395020e-02 -8.556603193283081055e-01
1.767282634973526001e-01 -2.134232968091964722e-01
2.164887338876724243e-01 2.082026898860931396e-01
-5.627762675285339355e-01 -1.029074430465698242e+00
2.950895130634307861e-01 3.747976422309875488e-01
2.662020027637481689e-01 1.504888087511062622e-01
1.035023778676986694e-01 -1.364942342042922974e-01
1.228097081184387207e-01 2.919315397739410400e-01
1.027684286236763000e-01 3.844434320926666260e-01
1.748582273721694946e-01 -7.454132437705993652e-01
-3.045088648796081543e-01 -4.120311439037322998e-01
-7.653688192367553711e-01 -3.631617426872253418e-01
3.302500844001770020e-01 2.260859608650207520e-01
-4.452335536479949951e-01 -5.369593501091003418e-01
-1.692688167095184326e-01 1.333989500999450684e-01
2.650140821933746338e-01 -2.786722034215927124e-02
1.288703531026840210e-01 -2.006267905235290527e-01
-1.237357735633850098e+00 -3.802706003189086914e+00
2.253401577472686768e-01 -2.248477935791015625e-02
2.163899391889572144e-01 -2.805016636848449707e-01
2.416594512760639191e-02 -1.589448191225528717e-02
1.164355948567390442e-01 4.590010643005371094e-02
-4.263740062713623047e+00 1.474029183387756348e+00
-5.174288153648376465e-02 1.073750108480453491e-01
1.647993326187133789e-01 2.314780652523040771e-01
1.049596369266510010e-01 -2.771193683147430420e-01
-4.936568737030029297e+00 2.431898415088653564e-01
2.148071303963661194e-02 -1.584297716617584229e-01
-6.761738061904907227e-01 -7.925783991813659668e-01
2.449896484613418579e-01 1.647740751504898071e-01
-4.141722679138183594e+00 1.682603120803833008e+00
2.684154212474822998e-01 -6.554128974676132202e-02
1.396982222795486450e-01 1.617913544178009033e-01
-1.952563285827636719e+00 -4.493991374969482422e+00
-3.780786752700805664e+00 1.067364335060119629e+00
1.701785326004028320e-01 7.852247217670083046e-04
2.612610757350921631e-01 2.922298610210418701e-01
-4.486366361379623413e-02 -7.349331676959991455e-02
-5.289324745535850525e-02 3.764141798019409180e-01
1.900245845317840576e-01 -1.709718704223632812e-01
-1.087409779429435730e-01 2.301773577928543091e-01
1.197678893804550171e-01 -1.029747366905212402e+00
-3.482590913772583008e-01 3.909438252449035645e-01
-5.049279704689979553e-02 2.711193859577178955e-01
-3.044403716921806335e-02 2.311118394136428833e-01
-1.238304525613784790e-01 -8.604955077171325684e-01
-1.402622342109680176e+00 -4.883595466613769531e+00
-7.734617590904235840e-01 3.985483348369598389e-01
-4.412359237670898438e+00 5.557047128677368164e-01
3.142798542976379395e-01 1.350243538618087769e-01
-7.158823013305664062e-01 -3.862944364547729492e+00
2.992526888847351074e-01 1.238222271203994751e-01
1.124843508005142212e-01 5.266917869448661804e-02
6.576675176620483398e-02 -8.314871042966842651e-02
-4.384935200214385986e-01 -6.495432853698730469e-01
2.892987728118896484e-01 3.862477540969848633e-01
-4.183950901031494141e+00 1.352166533470153809e+00
-2.984005212783813477e-02 -5.422528982162475586e-01
2.632181346416473389e-01 -8.431470021605491638e-03
1.974665969610214233e-01 3.072676248848438263e-02
-3.900387525558471680e+00 1.651805996894836426e+00
